Rk,Player,link,Age,Pos,Date,RG/PL,Tm,H-A,Opp,W-L,GS,MP,FG,FGA,FG%_pt,FG%,2P,2PA,2P%_pt,2P%,3P,3PA,3P%_pt,3P%,FT,FTA,FT%_pt,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Off Production,Def Production,GmScX,GmSc_pt,GmSc,oTDR,dTDR,TDR
327,Scottie Pippen,pippesc01,23-100,F-G,01/03/89,RS,CHI,,LAC,W,1,42,5,14,0.357,.357,5,13,0.385,.385,0,1,0.000,.000,5,8,0.625,.625,4,6,10,12,2,0,1,4,15,16.20,2.20,18.40,18.40,18.4,38.57,5.24,43.81
1139,Caron Butler,butleca01,28-017,F,03/30/08,RS,WAS,@,LAL,L,1,42,6,17,0.353,.353,3,11,0.273,.273,3,6,0.500,.500,2,2,1.000,1000,2,10,12,12,2,1,3,4,17,14.30,4.10,18.40,18.40,18.4,34.05,9.76,43.81
990,Bob Sura,surabo01,31-016,G,04/10/04,RS,ATL,,BOS,W,1,35,6,12,0.500,.500,6,11,0.545,.545,0,1,0.000,.000,3,4,0.750,.750,3,7,10,11,0,0,4,3,15,14.40,0.90,15.30,15.30,15.3,41.14,2.57,43.71
316,Fat Lever,leverfa01,28-110,G,12/06/88,RS,DEN,@,NYK,L,1,49,5,11,0.455,.455,4,10,0.400,.400,1,1,1.000,1000,4,6,0.667,.667,2,8,10,17,1,0,3,2,15,18.80,2.60,21.40,21.40,21.4,38.37,5.31,43.67
1421,Draymond Green,greendr01,25-104,F,06/16/15,PL,GSW,@,CLE,W,1,41,6,13,0.462,0.462,4,8,0.500,0.5,2,5,0.400,0.4,2,4,0.500,0.5,1,10,11,10,3,1,3,5,16,13.20,4.70,17.90,17.90,17.9,32.20,11.46,43.66
469,Scottie Pippen,pippesc01,25-088,F-G,12/22/90,RS,CHI,,IND,W,1,41,6,11,0.545,.545,5,9,0.556,.556,1,2,0.500,.500,5,9,0.556,.556,1,9,10,11,1,1,4,5,18,15.50,2.40,17.90,17.90,17.9,37.80,5.85,43.66
709,Grant Hill,hillgr01,24-112,F-G,01/25/97,RS,DET,,PHI,W,1,45,10,22,0.455,.455,10,22,0.455,.455,0,0,0.000,,1,2,0.500,.500,6,10,16,10,1,2,5,3,21,15.40,4.20,19.60,19.60,19.6,34.22,9.33,43.56
1431,Rajon Rondo,rondora01,29-269,G,11/18/15,RS,SAC,@,ATL,L,1,31,6,9,0.667,.667,6,9,0.667,.667,0,0,0.000,,0,0,0.803,,3,9,12,10,1,0,7,1,12,10.20,3.30,13.50,13.50,13.5,32.90,10.65,43.55
1039,Kenny Thomas,thomake01,28-178,F,01/19/06,RS,SAC,,LAL,W,1,46,7,12,0.583,.583,7,12,0.583,.583,0,0,0.000,,2,2,1.000,1000,2,10,12,10,1,0,2,2,16,16.80,3.20,20.00,20.00,20.0,36.52,6.96,43.48
583,Mookie Blaylock,blaylmo01,26-252,G,11/27/93,RS,ATL,,PHI,W,1,32,6,20,0.300,.300,4,15,0.267,.267,2,5,0.400,.400,1,1,1.000,1000,5,5,10,10,2,1,3,3,15,10.90,3.00,13.90,13.90,13.9,34.06,9.38,43.44
570,Rumeal Robinson,robinru01,26-148,G,04/10/93,RS,NJN,,CLE,L,1,38,6,14,0.429,.429,6,14,0.429,.429,0,0,0.000,,5,9,0.556,.556,6,6,12,11,1,0,5,3,17,14.90,1.60,16.50,16.50,16.5,39.21,4.21,43.42
1119,Jason Kidd,kiddja01,34-274,G,12/22/07,RS,NJN,,GSW,W,1,38,5,16,0.313,.313,2,8,0.250,.250,3,8,0.375,.375,2,2,1.000,1000,2,9,11,12,1,0,2,2,15,13.60,2.90,16.50,16.50,16.5,35.79,7.63,43.42
813,Anthony Mason,masonan01,33-102,F,03/25/00,RS,CHH,@,ATL,W,1,41,5,11,0.455,.455,5,11,0.455,.455,0,0,0.000,,2,2,1.000,1000,2,13,15,11,2,1,3,3,12,12.40,5.40,17.80,17.80,17.8,30.24,13.17,43.41
953,Anfernee Hardaway,hardaan01,31-265,G-F,04/09/03,RS,PHO,,DAL,W,1,41,5,12,0.417,.417,5,10,0.500,.500,0,2,0.000,.000,0,0,0.803,,5,5,10,10,3,2,1,3,10,13.10,4.70,17.80,17.80,17.8,31.95,11.46,43.41
1297,Paul Pierce,piercpa01,35-120,F-G,02/10/13,RS,BOS,,DEN,W,1,54,7,20,0.350,.350,2,11,0.182,.182,5,9,0.556,.556,8,9,0.889,.889,0,14,14,14,0,0,4,5,27,21.20,2.20,23.40,23.40,23.4,39.26,4.07,43.33
279,Magic Johnson,johnsma02,28-160,G-F,01/21/88,RS,LAL,@,DEN,L,1,42,6,15,0.400,.400,6,15,0.400,.400,0,0,0.000,,6,6,1.000,1000,0,10,10,14,1,1,5,3,18,14.70,3.50,18.20,18.20,18.2,35.00,8.33,43.33
1097,Brad Miller,millebr01,30-363,C,04/10/07,RS,SAC,@,MEM,W,1,40,7,13,0.538,.538,7,13,0.538,.538,0,0,0.000,,3,3,1.000,1000,1,9,10,11,2,1,6,3,17,13.10,4.20,17.30,17.30,17.3,32.75,10.50,43.25
1025,Jason Kidd,kiddja01,32-025,G,04/17/05,RS,NJN,,PHI,W,1,40,5,13,0.385,.385,5,10,0.500,.500,0,3,0.000,.000,1,2,0.500,.500,3,7,10,16,4,0,4,4,11,12.80,4.50,17.30,17.30,17.3,32.00,11.25,43.25
1058,Jason Kidd,kiddja01,33-014,G,04/06/06,RS,NJN,,CHA,W,1,37,5,12,0.417,.417,3,6,0.500,.500,2,6,0.333,.333,1,1,1.000,1000,2,8,10,12,3,0,5,2,13,11.40,4.60,16.00,16.00,16.0,30.81,12.43,43.24
712,Shawn Bradley,bradlsh01,24-321,C,02/06/97,RS,NJN,,IND,L,1,37,6,15,0.400,.400,6,15,0.400,.400,0,0,0.000,,2,2,1.000,1000,6,8,14,0,1,11,4,3,14,6.10,9.90,16.00,16.00,16.0,16.49,26.76,43.24
505,Mark Jackson,jacksma01,26-235,G,11/22/91,RS,NYK,@,DET,W,1,37,3,7,0.429,.429,3,7,0.429,.429,0,0,0.000,,6,9,0.667,.667,4,6,10,13,0,0,4,2,12,15.00,1.00,16.00,16.00,16.0,40.54,2.70,43.24
533,Scott Skiles,skilesc01,28-252,G,11/12/92,RS,ORL,,WSB,W,1,41,4,8,0.500,.500,4,7,0.571,.571,0,1,0.000,.000,6,7,0.857,.857,1,11,12,11,1,0,3,4,14,15.00,2.70,17.70,17.70,17.7,36.59,6.59,43.17
1603,Draymond Green,greendr01,27-029,F,04/02/17,RS,GSW,,WAS,W,1,35,3,9,0.333,0.333,2,6,0.333,0.333,1,3,0.333,0.333,4,6,0.667,0.667,1,11,12,13,1,1,4,2,11,10.90,4.20,15.10,15.10,15.1,31.14,12.00,43.14
882,Anfernee Hardaway,hardaan01,30-164,G-F,12/29/01,RS,PHO,,DEN,W,1,42,6,15,0.400,.400,6,15,0.400,.400,0,0,0.000,,0,0,0.803,,5,5,10,11,4,1,2,3,12,13.10,5.00,18.10,18.10,18.1,31.19,11.90,43.10
1083,Jason Kidd,kiddja01,33-305,G,01/22/07,RS,NJN,@,SAC,L,1,39,8,16,0.500,.500,6,12,0.500,.500,2,4,0.500,.500,0,2,0.000,.000,1,9,10,10,1,0,3,2,18,13.90,2.90,16.80,16.80,16.8,35.64,7.44,43.08
968,Brad Miller,millebr01,27-239,C,12/07/03,RS,SAC,,IND,W,1,46,9,17,0.529,.529,9,16,0.563,.563,0,1,0.000,.000,0,0,0.803,,4,11,15,10,2,2,6,1,18,13.50,6.30,19.80,19.80,19.8,29.35,13.70,43.04
758,Rod Strickland,stricro02,31-268,G,04/05/98,RS,WAS,,ORL,W,1,46,8,18,0.444,.444,8,18,0.444,.444,0,0,0.000,,5,6,0.833,.833,0,11,11,13,1,0,4,2,21,16.30,3.50,19.80,19.80,19.8,35.43,7.61,43.04
588,Danny Manning,mannida01,27-219,F-C,12/22/93,RS,LAC,,WSB,W,1,33,5,11,0.455,.455,5,11,0.455,.455,0,0,0.000,,2,2,1.000,1000,3,9,12,10,1,1,4,4,12,11.40,2.80,14.20,14.20,14.2,34.55,8.48,43.03
933,Jermaine O'Neal,onealje01,24-101,F-C,01/22/03,RS,IND,,TOR,W,1,43,7,14,0.500,.500,7,14,0.500,.500,0,0,0.000,,4,5,0.800,.800,1,9,10,3,0,10,3,4,18,10.40,8.10,18.50,18.50,18.5,24.19,18.84,43.02
436,Fat Lever,leverfa01,29-214,G,03/20/90,RS,DEN,,LAC,W,1,43,5,16,0.313,.313,5,16,0.313,.313,0,0,0.000,,7,8,0.875,.875,5,6,11,10,2,2,3,4,17,14.90,3.60,18.50,18.50,18.5,34.65,8.37,43.02
1096,Jason Kidd,kiddja01,34-015,G,04/07/07,RS,NJN,,WAS,W,1,40,4,12,0.333,.333,3,6,0.500,.500,1,6,0.167,.167,1,2,0.500,.500,6,10,16,18,4,0,9,1,10,10.60,6.60,17.20,17.20,17.2,26.50,16.50,43.00
95,Larry Bird,birdla01,28-020,F,12/27/84,RS,BOS,@,LAC,W,1,40,6,15,0.400,.400,6,14,0.429,.429,0,1,0.000,.000,1,1,1.000,1000,1,12,13,13,0,3,2,3,13,12.70,4.50,17.20,17.20,17.2,31.75,11.25,43.00
674,Jason Kidd,kiddja01,22-337,G,02/23/96,RS,DAL,,LAL,L,1,37,8,26,0.308,.308,7,23,0.304,.304,1,3,0.333,.333,0,0,0.803,,5,5,10,12,3,1,2,3,17,11.90,4.00,15.90,15.90,15.9,32.16,10.81,42.97
1514,Russell Westbrook,westbru01,28-014,G,11/26/16,RS,OKC,,DET,W,1,37,8,22,0.364,.364,8,17,0.471,.471,0,5,0.000,.000,1,2,0.500,.500,3,10,13,15,1,1,5,2,17,12.00,3.90,15.90,15.90,15.9,32.43,10.54,42.97
737,Jim Jackson,jacksji01,26-178,G,04/10/97,RS,NJN,,MIL,W,1,45,9,16,0.563,.563,5,12,0.417,.417,4,4,1.000,1000,2,4,0.500,.500,3,8,11,10,0,2,8,3,24,16.70,2.60,19.30,19.30,19.3,37.11,5.78,42.89
1114,Tracy McGrady,mcgratr01,28-195,F-G,12/05/07,RS,HOU,,MEM,W,1,42,7,22,0.318,.318,6,16,0.375,.375,1,6,0.167,.167,2,4,0.500,.500,0,10,10,12,2,2,0,1,17,12.00,6.00,18.00,18.00,18.0,28.57,14.29,42.86
765,Jason Kidd,kiddja01,25-023,G,04/15/98,RS,PHO,,DEN,W,1,46,5,11,0.455,.455,5,10,0.500,.500,0,1,0.000,.000,4,6,0.667,.667,3,8,11,11,3,0,3,0,14,14.30,5.40,19.70,19.70,19.7,31.09,11.74,42.83
228,Terry Porter,portete01,23-331,G,03/05/87,RS,POR,@,SEA,L,1,46,4,10,0.400,.400,4,10,0.400,.400,0,0,0.000,,6,8,0.750,.750,2,9,11,10,5,0,3,3,14,13.20,6.50,19.70,19.70,19.7,28.70,14.13,42.83
280,John Bagley,baglejo01,27-284,G,02/01/88,RS,NJN,@,DAL,W,1,47,8,19,0.421,.421,7,14,0.500,.500,1,5,0.200,.200,2,2,1.000,1000,4,6,10,10,3,0,3,1,19,15.70,4.40,20.10,20.10,20.1,33.40,9.36,42.77
618,Mookie Blaylock,blaylmo01,27-243,G,11/18/94,RS,ATL,,MIL,L,1,47,7,13,0.538,.538,4,6,0.667,.667,3,7,0.429,.429,0,0,0.803,,2,8,10,12,4,0,6,2,17,14.50,5.60,20.10,20.10,20.1,30.85,11.91,42.77
414,Larry Bird,birdla01,33-041,F,01/17/90,RS,BOS,@,ORL,W,1,29,6,17,0.353,.353,6,14,0.429,.429,0,3,0.000,.000,2,2,1.000,1000,1,9,10,10,1,1,3,3,14,9.20,3.20,12.40,12.40,12.4,31.72,11.03,42.76
511,Gary Payton,paytoga01,23-151,G,12/21/91,RS,SEA,,GSW,W,1,44,7,17,0.412,.412,7,17,0.412,.412,0,0,0.000,,3,8,0.375,.375,5,6,11,12,1,0,1,2,17,16.80,2.00,18.80,18.80,18.8,38.18,4.55,42.73
593,Lionel Simmons,simmoli01,25-054,F,01/07/94,RS,SAC,@,SEA,L,1,44,6,11,0.545,.545,6,11,0.545,.545,0,0,0.000,,2,2,1.000,1000,4,8,12,13,0,2,4,4,14,16.60,2.20,18.80,18.80,18.8,37.73,5.00,42.73
716,Anthony Mason,masonan01,30-073,F,02/25/97,RS,CHH,@,DAL,L,1,48,5,14,0.357,.357,5,14,0.357,.357,0,0,0.000,,5,5,1.000,1000,3,19,22,10,1,1,2,3,15,14.30,6.20,20.50,20.50,20.5,29.79,12.92,42.71
845,Aaron McKie,mckieaa01,28-089,G,12/30/00,RS,PHI,@,SAC,W,1,48,8,16,0.500,.500,6,11,0.545,.545,2,5,0.400,.400,1,1,1.000,1000,2,8,10,14,0,1,4,2,19,18.20,2.30,20.50,20.50,20.5,37.92,4.79,42.71
1159,Kobe Bryant,bryanko01,30-151,G-F,01/21/09,RS,LAL,@,LAC,W,1,41,5,15,0.333,.333,3,8,0.375,.375,2,7,0.286,.286,6,6,1.000,1000,2,8,10,12,1,0,4,3,18,15.30,2.20,17.50,17.50,17.5,37.32,5.37,42.68
371,Magic Johnson,johnsma02,29-230,G-F,04/01/89,RS,LAL,@,DEN,L,1,45,6,16,0.375,.375,6,12,0.500,.500,0,4,0.000,.000,8,10,0.800,.800,1,16,17,15,2,0,8,3,20,13.60,5.60,19.20,19.20,19.2,30.22,12.44,42.67
1390,Evan Turner,turneev01,26-121,G,02/25/15,RS,BOS,,NYK,W,1,34,5,9,0.556,.556,5,9,0.556,.556,0,0,0.000,,0,0,0.803,,1,11,12,10,0,0,1,3,10,12.40,2.10,14.50,14.50,14.5,36.47,6.18,42.65
1123,Jason Kidd,kiddja01,34-291,G,01/08/08,RS,NJN,@,CHA,L,1,38,4,12,0.333,.333,3,5,0.600,.600,1,7,0.143,.143,4,4,1.000,1000,0,11,11,12,1,1,3,1,13,11.60,4.60,16.20,16.20,16.2,30.53,12.11,42.63
860,Toni Kukoc,kukocto01,32-176,F,03/13/01,RS,ATL,,VAN,W,1,43,7,17,0.412,.412,5,13,0.385,.385,2,4,0.500,.500,4,10,0.400,.400,3,7,10,11,1,1,3,2,20,15.30,3.00,18.30,18.30,18.3,35.58,6.98,42.56
1275,Roy Hibbert,hibbero01,25-346,C,11/21/12,RS,IND,,NOH,W,1,36,3,12,0.250,.250,3,12,0.250,.250,0,0,0.000,,4,6,0.667,.667,5,6,11,1,2,11,0,6,10,6.20,9.10,15.30,15.30,15.3,17.22,25.28,42.50
449,Larry Bird,birdla01,33-129,F,04/15/90,RS,BOS,,NYK,W,1,44,5,22,0.227,.227,3,16,0.188,.188,2,6,0.333,.333,5,5,1.000,1000,3,14,17,13,3,1,2,5,17,12.80,5.90,18.70,18.70,18.7,29.09,13.41,42.50
1267,Rajon Rondo,rondora01,26-080,G,05/12/12,PL,BOS,,PHI,W,1,40,6,15,0.400,0.4,6,12,0.500,0.5,0,3,0.000,0,1,2,0.500,0.5,5,7,12,17,4,0,7,5,13,12.90,4.10,17.00,17.00,17,32.25,10.25,42.50
1228,Dwyane Wade,wadedw01,29-018,G,02/04/11,RS,MIA,@,CHA,W,1,40,8,20,0.400,.400,7,16,0.438,.438,1,4,0.250,.250,5,7,0.714,.714,4,8,12,10,0,0,4,4,22,16.20,0.80,17.00,17.00,17.0,40.50,2.00,42.50
644,Jason Kidd,kiddja01,22-028,G,04/20/95,RS,DAL,,SAS,L,1,33,4,12,0.333,.333,2,8,0.250,.250,2,4,0.500,.500,0,0,0.803,,1,11,12,13,2,1,5,0,10,8.00,6.00,14.00,14.00,14.0,24.24,18.18,42.42
986,Jason Kidd,kiddja01,30-355,G,03/12/04,RS,NJN,,CHI,W,1,38,5,14,0.357,.357,4,10,0.400,.400,1,4,0.250,.250,2,2,1.000,1000,2,8,10,13,3,0,5,0,13,10.70,5.40,16.10,16.10,16.1,28.16,14.21,42.37
294,Kevin Johnson,johnske02,22-012,G,03/16/88,RS,PHO,@,GSW,W,1,34,5,11,0.455,.455,5,11,0.455,.455,0,0,0.000,,4,4,1.000,1000,3,7,10,11,2,0,7,2,14,11.10,3.30,14.40,14.40,14.4,32.65,9.71,42.35
851,Jamal Mashburn,mashbja01,28-051,F,01/19/01,RS,CHH,,MIL,L,1,43,10,28,0.357,.357,8,22,0.364,.364,2,6,0.333,.333,4,5,0.800,.800,4,6,10,10,1,0,4,1,26,15.80,2.40,18.20,18.20,18.2,36.74,5.58,42.33
817,Michael Finley,finlemi01,27-022,G-F,03/28/00,RS,DAL,@,LAC,W,1,44,8,20,0.400,.400,8,18,0.444,.444,0,2,0.000,.000,4,4,1.000,1000,4,8,12,10,0,0,2,2,20,17.00,1.60,18.60,18.60,18.6,38.64,3.64,42.27
736,Jason Kidd,kiddja01,24-016,G,04/08/97,RS,PHO,,MIN,W,1,42,4,12,0.333,.333,4,10,0.400,.400,0,2,0.000,.000,7,9,0.778,.778,2,8,10,13,2,0,3,4,15,14.90,2.80,17.70,17.70,17.7,35.48,6.67,42.14
259,Paul Pressey,presspa01,28-336,G-F,11/25/87,RS,MIL,,CHI,L,1,47,5,15,0.333,.333,5,15,0.333,.333,0,0,0.000,,8,9,0.889,.889,5,8,13,10,2,0,3,3,18,16.60,3.20,19.80,19.80,19.8,35.32,6.81,42.13
626,Reggie Williams,willire01,30-315,F-G,01/14/95,RS,DEN,,HOU,W,1,39,6,16,0.375,.375,6,13,0.462,.462,0,3,0.000,.000,2,2,1.000,1000,3,7,10,11,0,1,1,1,14,14.00,2.40,16.40,16.40,16.4,35.90,6.15,42.05
220,Larry Bird,birdla01,30-073,F,02/18/87,RS,BOS,@,DAL,W,1,40,7,19,0.368,.368,6,15,0.400,.400,1,4,0.250,.250,1,1,1.000,1000,2,10,12,11,1,2,2,3,16,12.60,4.20,16.80,16.80,16.8,31.50,10.50,42.00
1190,Darren Collison,collida01,22-180,G,02/19/10,RS,NOH,,IND,W,1,45,7,13,0.538,.538,6,11,0.545,.545,1,2,0.500,.500,3,4,0.750,.750,1,12,13,12,3,1,8,2,18,12.40,6.50,18.90,18.90,18.9,27.56,14.44,42.00
1284,DeMarcus Cousins,couside01,22-139,C-F,12/30/12,RS,SAC,,BOS,W,1,31,4,12,0.333,.333,4,12,0.333,.333,0,0,0.000,,4,4,1.000,1000,2,8,10,10,1,0,2,5,12,11.60,1.40,13.00,13.00,13.0,37.42,4.52,41.94
110,Sidney Moncrief,moncrsi01,27-136,G,02/04/85,RS,MIL,,DET,L,1,52,12,25,0.480,.480,12,24,0.500,.500,0,1,0.000,.000,2,2,1.000,1000,4,6,10,10,1,1,4,2,26,19.10,2.70,21.80,21.80,21.8,36.73,5.19,41.92
1084,Pau Gasol,gasolpa01,26-202,F-C,01/24/07,RS,MEM,@,UTA,W,1,47,5,16,0.313,.313,5,16,0.313,.313,0,0,0.000,,7,11,0.636,.636,2,11,13,12,1,2,2,0,17,14.00,5.70,19.70,19.70,19.7,29.79,12.13,41.91
1428,Draymond Green,greendr01,25-255,F,11/14/15,RS,GSW,,BRK,W,1,42,7,18,0.389,.389,5,11,0.455,.455,2,7,0.286,.286,0,0,0.803,,2,8,10,12,2,4,4,4,16,12.00,5.60,17.60,17.60,17.6,28.57,13.33,41.90
404,Larry Bird,birdla01,33-001,F,12/08/89,RS,BOS,,DEN,L,1,43,9,23,0.391,.391,8,19,0.421,.421,1,4,0.250,.250,5,5,1.000,1000,1,11,12,12,2,1,7,4,24,13.60,4.40,18.00,18.00,18.0,31.63,10.23,41.86
173,Paul Pressey,presspa01,27-091,G-F,03/25/86,RS,MIL,,NJN,W,1,38,4,13,0.308,.308,4,13,0.308,.308,0,0,0.000,,3,3,1.000,1000,3,7,10,10,3,2,2,3,11,10.60,5.30,15.90,15.90,15.9,27.89,13.95,41.84
203,Charles Barkley,barklch01,23-302,F,12/19/86,RS,PHI,,BOS,W,1,44,7,11,0.636,.636,7,11,0.636,.636,0,0,0.000,,1,2,0.500,.500,3,11,14,11,3,0,7,1,15,12.50,5.90,18.40,18.40,18.4,28.41,13.41,41.82
1328,Tyreke Evans,evansty01,24-090,G-F,12/18/13,RS,NOP,@,LAC,L,0,33,2,10,0.200,.200,2,8,0.250,.250,0,2,0.000,.000,7,8,0.875,.875,4,9,13,10,0,1,3,2,11,11.20,2.60,13.80,13.80,13.8,33.94,7.88,41.82
1227,Jrue Holiday,holidjr01,20-235,G,02/02/11,RS,PHI,@,NJN,W,1,36,5,11,0.455,.455,4,8,0.500,.500,1,3,0.333,.333,0,0,0.803,,2,8,10,11,0,0,1,2,11,13.40,1.60,15.00,15.00,15.0,37.22,4.44,41.67
309,Fat Lever,leverfa01,27-270,G,05/14/88,PL,DEN,@,DAL,W,1,43,5,12,0.417,0.417,5,12,0.417,0.417,0,0,0.000,,1,3,0.333,0.333,2,9,11,12,2,0,0,1,11,13.60,4.30,17.90,17.90,17.9,31.63,10.00,41.63
395,Darrell Walker,walkeda01,28-246,G,11/10/89,RS,WSB,,CLE,W,1,43,4,11,0.364,.364,4,10,0.400,.400,0,1,0.000,.000,3,3,1.000,1000,4,10,14,12,2,0,2,3,11,14.10,3.80,17.90,17.90,17.9,32.79,8.84,41.63
996,Kobe Bryant,bryanko01,26-088,G-F,11/19/04,RS,LAL,@,PHO,L,1,45,10,33,0.303,.303,5,23,0.217,.217,5,10,0.500,.500,4,5,0.800,.800,4,7,11,10,0,1,3,1,29,16.30,2.40,18.70,18.70,18.7,36.22,5.33,41.56
394,Magic Johnson,johnsma02,30-087,G-F,11/09/89,RS,LAL,@,GSW,W,1,39,7,20,0.350,.350,7,16,0.438,.438,0,4,0.000,.000,5,6,0.833,.833,3,7,10,10,1,0,3,1,19,13.50,2.70,16.20,16.20,16.2,34.62,6.92,41.54
555,Sam Perkins,perkisa01,31-224,F-C,01/24/93,RS,LAL,@,WSB,W,1,46,5,9,0.556,.556,5,7,0.714,.714,0,2,0.000,.000,6,8,0.750,.750,2,11,13,10,1,0,3,4,16,16.30,2.70,19.00,19.00,19.0,35.43,5.87,41.30
338,Magic Johnson,johnsma02,29-166,G-F,01/27/89,RS,LAL,,CHH,W,1,31,4,14,0.286,.286,4,13,0.308,.308,0,1,0.000,.000,4,5,0.800,.800,1,9,10,10,2,0,3,0,12,8.10,4.70,12.80,12.80,12.8,26.13,15.16,41.29
440,Darrell Walker,walkeda01,29-019,G,03/28/90,RS,WSB,,DEN,W,1,39,4,10,0.400,.400,4,10,0.400,.400,0,0,0.000,,2,2,1.000,1000,2,14,16,13,0,2,3,4,10,12.10,4.00,16.10,16.10,16.1,31.03,10.26,41.28
1100,Baron Davis,davisba01,28-005,G,04/18/07,RS,GSW,@,POR,W,1,35,4,16,0.250,.250,4,13,0.308,.308,0,3,0.000,.000,4,5,0.800,.800,2,8,10,14,3,0,3,3,12,10.20,4.20,14.40,14.40,14.4,29.14,12.00,41.14
846,Aaron McKie,mckieaa01,28-093,G,01/03/01,RS,PHI,,ATL,W,1,35,4,8,0.500,.500,3,5,0.600,.600,1,3,0.333,.333,2,2,1.000,1000,1,9,10,10,0,0,3,0,11,11.70,2.70,14.40,14.40,14.4,33.43,7.71,41.14
659,Grant Hill,hillgr01,23-084,F-G,12/28/95,RS,DET,,TOR,W,1,44,7,11,0.636,.636,7,11,0.636,.636,0,0,0.000,,3,6,0.500,.500,1,9,10,11,0,1,3,4,17,16.30,1.80,18.10,18.10,18.1,37.05,4.09,41.14
1068,Jason Kidd,kiddja01,33-052,G,05/14/06,PL,NJN,,MIA,L,1,44,5,16,0.313,0.313,4,10,0.400,0.4,1,6,0.167,0.167,6,6,1.000,1,3,10,13,12,0,0,2,3,17,16.30,1.80,18.10,18.10,18.1,37.05,4.09,41.14
988,Sam Cassell,cassesa01,34-126,G,03/23/04,RS,MIN,,SAS,W,1,37,2,11,0.182,.182,2,11,0.182,.182,0,0,0.000,,10,11,0.909,.909,0,10,10,11,1,0,2,3,14,12.40,2.80,15.20,15.20,15.2,33.51,7.57,41.08
1219,Jason Kidd,kiddja01,37-282,G,12/30/10,RS,DAL,,SAS,L,1,38,5,15,0.333,.333,3,10,0.300,.300,2,5,0.400,.400,0,0,0.803,,2,8,10,13,2,2,3,3,12,11.00,4.60,15.60,15.60,15.6,28.95,12.11,41.05
976,Ray Allen,allenra02,28-192,G,01/28/04,RS,SEA,@,LAL,L,1,38,6,14,0.429,.429,4,8,0.500,.500,2,6,0.333,.333,4,4,1.000,1000,2,8,10,10,1,0,6,2,18,13.00,2.60,15.60,15.60,15.6,34.21,6.84,41.05
257,Fat Lever,leverfa01,27-095,G,11/21/87,RS,DEN,@,LAC,W,1,41,6,19,0.316,.316,6,18,0.333,.333,0,1,0.000,.000,3,3,1.000,1000,5,7,12,11,2,0,1,4,15,14.30,2.50,16.80,16.80,16.8,34.88,6.10,40.98
1196,Beno Udrih,udrihbe01,27-266,G,03/28/10,RS,SAC,@,CLE,L,1,48,6,17,0.353,.353,6,16,0.375,.375,0,1,0.000,.000,6,6,1.000,1000,1,9,10,15,2,0,4,2,18,15.70,3.90,19.60,19.60,19.6,32.71,8.13,40.83
654,Hakeem Olajuwon,olajuha01,32-326,C,12/13/95,RS,HOU,@,VAN,W,1,38,5,14,0.357,.357,5,14,0.357,.357,0,0,0.000,,5,10,0.500,.500,2,12,14,3,1,10,4,2,15,4.70,10.80,15.50,15.50,15.5,12.37,28.42,40.79
1287,David West,westda01,32-136,F,01/12/13,RS,IND,,CHA,W,1,38,7,15,0.467,.467,7,15,0.467,.467,0,0,0.000,,0,0,0.803,,6,6,12,10,1,0,4,2,14,13.50,2.00,15.50,15.50,15.5,35.53,5.26,40.79
1539,Malcolm Brogdon,brogdma01,24-020,G,12/31/16,RS,MIL,@,CHI,W,1,39,7,13,0.538,.538,6,11,0.545,.545,1,2,0.500,.500,0,0,0.803,,1,9,10,12,0,0,3,4,15,14.80,1.10,15.90,15.90,15.9,37.95,2.82,40.77
697,Damon Stoudamire,stoudda01,23-066,G,11/08/96,RS,TOR,,LAL,W,1,41,9,17,0.529,.529,6,12,0.500,.500,3,5,0.600,.600,0,0,0.803,,0,10,10,10,1,0,7,0,21,12.70,4.00,16.70,16.70,16.7,30.98,9.76,40.73
1064,Boris Diaw,diawbo01,24-000,F-C,04/16/06,RS,PHO,@,LAL,L,1,42,5,9,0.556,.556,5,9,0.556,.556,0,0,0.000,,1,2,0.500,.500,2,8,10,12,1,0,2,1,11,14.10,3.00,17.10,17.10,17.1,33.57,7.14,40.71
267,Paul Pressey,presspa01,29-006,G-F,12/30/87,RS,MIL,,HOU,L,1,43,7,12,0.583,.583,7,11,0.636,.636,0,1,0.000,.000,2,6,0.333,.333,4,6,10,11,2,0,4,4,16,15.30,2.20,17.50,17.50,17.5,35.58,5.12,40.70
1069,Jason Kidd,kiddja01,33-223,G,11/01/06,RS,NJN,,TOR,W,1,35,7,12,0.583,.583,7,11,0.636,.636,0,1,0.000,.000,0,0,0.803,,4,6,10,10,0,0,5,2,14,13.20,1.00,14.20,14.20,14.2,37.71,2.86,40.57
178,Isiah Thomas,thomais01,24-360,G,04/25/86,PL,DET,,ATL,L,1,53,13,29,0.448,0.448,13,28,0.464,0.464,0,1,0.000,0,4,9,0.444,0.444,2,8,10,12,1,0,3,4,30,19.70,1.80,21.50,21.50,21.5,37.17,3.40,40.57
1115,Jason Kidd,kiddja01,34-261,G,12/09/07,RS,NJN,@,WAS,L,1,38,5,11,0.455,.455,4,7,0.571,.571,1,4,0.250,.250,2,2,1.000,1000,2,8,10,13,1,0,5,2,13,12.80,2.60,15.40,15.40,15.4,33.68,6.84,40.53
