Rk,Player,link,Age,Pos,Date,RG/PL,Tm,H-A,Opp,W-L,GS,MP,FG,FGA,FG%_pt,FG%,2P,2PA,2P%_pt,2P%,3P,3PA,3P%_pt,3P%,FT,FTA,FT%_pt,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Off Production,Def Production,GmScX,GmSc_pt,GmSc,oTDR,dTDR,TDR
1461,LeBron James,jamesle01,31-040,F-G,02/08/16,RS,CLE,,SAC,W,1,31,8,16,0.500,.500,7,14,0.500,.500,1,2,0.500,.500,4,5,0.800,.800,1,9,10,10,2,1,4,1,21,16.30,5.00,21.30,21.30,21.3,52.58,16.13,68.71
768,Mark Jackson,jacksma01,33-042,G,05/13/98,PL,IND,,NYK,W,1,38,6,12,0.500,0.5,6,10,0.600,0.6,0,2,0.000,0,10,10,1.000,1,3,11,14,13,0,0,4,1,22,23.20,2.90,26.10,26.10,26.1,61.05,7.63,68.68
563,Scottie Pippen,pippesc01,27-161,F-G,03/05/93,RS,CHI,,SAS,L,1,51,18,30,0.600,.600,16,27,0.593,.593,2,3,0.667,.667,1,4,0.250,.250,3,10,13,10,2,1,3,2,39,30.10,4.90,35.00,35.00,35.0,59.02,9.61,68.63
1469,Giannis Antetokounmpo,antetgi01,21-091,F-G,03/06/16,RS,MIL,,OKC,L,1,42,8,20,0.400,.400,8,18,0.444,.444,0,2,0.000,.000,10,11,0.909,.909,2,10,12,10,3,4,2,3,26,21.20,7.60,28.80,28.80,28.8,50.48,18.10,68.57
777,Jason Kidd,kiddja01,25-356,G,03/14/99,RS,PHO,,HOU,W,1,42,10,21,0.476,.476,10,18,0.556,.556,0,3,0.000,.000,6,7,0.857,.857,3,8,11,14,0,0,0,1,26,26.80,2.00,28.80,28.80,28.8,63.81,4.76,68.57
950,Richard Jefferson,jefferi01,22-283,F,03/31/03,RS,NJN,,HOU,W,1,47,10,17,0.588,.588,10,17,0.588,.588,0,0,0.000,,10,13,0.769,.769,5,5,10,11,0,0,1,1,30,31.10,1.10,32.20,32.20,32.2,66.17,2.34,68.51
216,Fat Lever,leverfa01,26-169,G,02/03/87,RS,DEN,@,HOU,W,1,46,12,23,0.522,.522,12,23,0.522,.522,0,0,0.000,,2,3,0.667,.667,4,10,14,11,6,1,1,5,26,23.80,7.70,31.50,31.50,31.5,51.74,16.74,68.48
1168,LeBron James,jamesle01,24-070,F-G,03/10/09,RS,CLE,@,LAC,W,1,44,10,23,0.435,.435,10,17,0.588,.588,0,6,0.000,.000,12,16,0.750,.750,4,9,13,11,2,2,4,2,32,24.80,5.30,30.10,30.10,30.1,56.36,12.05,68.41
456,Magic Johnson,johnsma02,31-089,G-F,11/11/90,RS,LAL,,NYK,L,1,41,6,17,0.353,.353,6,14,0.429,.429,0,3,0.000,.000,12,12,1.000,1000,5,10,15,14,2,0,4,2,24,23.80,4.20,28.00,28.00,28.0,58.05,10.24,68.29
131,Alvan Adams,adamsal01,30-259,C-F,04/04/85,RS,PHO,,DEN,L,1,40,11,24,0.458,.458,11,24,0.458,.458,0,0,0.000,,9,10,0.900,.900,5,8,13,11,1,1,5,3,31,24.40,2.90,27.30,27.30,27.3,61.00,7.25,68.25
1420,LeBron James,jamesle01,30-166,F-G,06/14/15,PL,CLE,@,GSW,L,1,45,15,34,0.441,0.441,12,26,0.462,0.462,3,8,0.375,0.375,7,9,0.778,0.778,1,13,14,11,1,0,2,5,40,27.80,2.90,30.70,30.70,30.7,61.78,6.44,68.22
1374,Eric Bledsoe,bledser01,24-364,G,12/08/14,RS,PHO,@,LAC,L,1,45,8,16,0.500,.500,6,10,0.600,.600,2,6,0.333,.333,9,9,1.000,1000,1,10,11,16,2,2,5,4,27,25.90,4.80,30.70,30.70,30.7,57.56,10.67,68.22
382,Michael Jordan,jordami01,26-056,G-F,04/14/89,RS,CHI,@,NJN,L,1,38,12,27,0.444,.444,12,26,0.462,.462,0,1,0.000,.000,5,7,0.714,.714,2,8,10,12,3,2,4,2,29,19.90,6.00,25.90,25.90,25.9,52.37,15.79,68.16
534,Rod Strickland,stricro02,26-134,G,11/22/92,RS,POR,,DET,W,0,27,3,5,0.600,.600,3,4,0.750,.750,0,1,0.000,.000,5,7,0.714,.714,1,9,10,13,2,0,4,0,11,13.70,4.70,18.40,18.40,18.4,50.74,17.41,68.15
1018,Steve Nash,nashst01,31-051,G,03/30/05,RS,PHO,,PHI,W,1,27,4,7,0.571,.571,4,7,0.571,.571,0,0,0.000,,4,4,1.000,1000,2,11,13,12,0,0,3,1,12,15.50,2.90,18.40,18.40,18.4,57.41,10.74,68.15
11,Oscar Robertson,roberos01,22,G,11/16/61,RS,CIN,,CIN,L,1,44.3,9,19,0.478,.478,9,19,0.478,.478,,,,,10,14,0.714,0.7142857143,4,12,16,13,,,,,26,26.46,3.71,30.17,30.17,,59.74,8.37,68.11
1452,James Harden,hardeja01,26-151,G,01/24/16,RS,HOU,,DAL,W,1,36,7,18,0.389,.389,4,8,0.500,.500,3,10,0.300,.300,6,6,1.000,1000,2,13,15,10,0,2,2,1,23,19.60,4.90,24.50,24.50,24.5,54.44,13.61,68.06
353,Charles Barkley,barklch01,26-009,F,03/01/89,RS,PHI,@,SAC,W,1,41,10,18,0.556,.556,9,14,0.643,.643,1,4,0.250,.250,9,13,0.692,.692,7,8,15,11,2,1,8,4,30,24.40,3.50,27.90,27.90,27.9,59.51,8.54,68.05
1104,LeBron James,jamesle01,22-312,F-G,11/07/07,RS,CLE,@,UTA,L,1,41,12,27,0.444,.444,11,23,0.478,.478,1,4,0.250,.250,7,15,0.467,.467,2,13,15,13,3,2,4,4,32,21.20,6.70,27.90,27.90,27.9,51.71,16.34,68.05
204,Chuck Person,persoch01,22-176,F,12/20/86,RS,IND,@,NYK,W,1,45,16,24,0.667,.667,16,24,0.667,.667,0,0,0.000,,2,4,0.500,.500,6,6,12,10,1,0,5,3,34,29.00,1.60,30.60,30.60,30.6,64.44,3.56,68.00
1298,Paul George,georgpa01,22-287,F,02/13/13,RS,IND,,CHA,W,1,39,8,17,0.471,.471,7,13,0.538,.538,1,4,0.250,.250,6,7,0.857,.857,1,11,12,12,2,0,1,2,23,22.00,4.50,26.50,26.50,26.5,56.41,11.54,67.95
1201,Trevor Ariza,arizatr01,24-288,F,04/14/10,RS,HOU,,NOH,L,1,38,11,18,0.611,.611,8,11,0.727,.727,3,7,0.429,.429,1,4,0.250,.250,2,8,10,10,0,2,3,0,26,22.00,3.80,25.80,25.80,25.8,57.89,10.00,67.89
51,Marques Johnson,johnsma01,27-295,F-G,11/30/83,RS,MIL,,DEN,W,1,33,9,20,0.450,.450,9,20,0.450,.450,0,0,0.000,,3,4,0.750,.750,3,7,10,11,2,1,2,1,21,18.00,4.40,22.40,22.40,22.4,54.55,13.33,67.88
1403,Russell Westbrook,westbru01,26-128,G,03/20/15,RS,OKC,,ATL,W,1,44,8,24,0.333,.333,5,18,0.278,.278,3,6,0.500,.500,17,17,1.000,1000,2,8,10,14,1,0,6,3,36,27.60,2.20,29.80,29.80,29.8,62.73,5.00,67.73
18,Oscar Robertson,roberos01,23,G,12/13/61,RS,CIN,@,SYR,W,1,44.3,9,19,0.478,.478,9,19,0.478,.478,,,,,10,14,0.714,0.7142857143,4,12,16,11,,,,2,28,27.06,2.91,29.97,29.97,,61.09,6.57,67.66
227,Fat Lever,leverfa01,26-199,G,03/05/87,RS,DEN,,SAS,W,1,42,8,15,0.533,.533,8,15,0.533,.533,0,0,0.000,,4,7,0.571,.571,2,8,10,15,3,0,0,1,20,23.40,5.00,28.40,28.40,28.4,55.71,11.90,67.62
893,Antoine Walker,walkean02,25-184,F,02/12/02,RS,BOS,@,DEN,W,1,46,11,21,0.524,.524,4,9,0.444,.444,7,12,0.583,.583,1,2,0.500,.500,0,12,12,14,0,0,0,4,30,29.10,2.00,31.10,31.10,31.1,63.26,4.35,67.61
755,Rod Strickland,stricro02,31-242,G,03/10/98,RS,WAS,@,MIL,W,1,29,6,11,0.545,.545,6,11,0.545,.545,0,0,0.000,,5,6,0.833,.833,2,9,11,10,2,0,4,2,17,15.70,3.90,19.60,19.60,19.6,54.14,13.45,67.59
876,Andre Miller,millean02,25-228,G,11/02/01,RS,CLE,@,MIA,W,1,41,11,17,0.647,.647,11,17,0.647,.647,0,0,0.000,,8,12,0.667,.667,2,8,10,12,1,0,6,1,30,24.70,3.00,27.70,27.70,27.7,60.24,7.32,67.56
1143,Chris Paul,paulch01,22-359,G,04/29/08,PL,NOH,,DAL,W,1,44,10,19,0.526,0.526,8,16,0.500,0.5,2,3,0.667,0.667,2,4,0.500,0.5,2,9,11,15,2,0,0,2,24,25.80,3.90,29.70,29.70,29.7,58.64,8.86,67.50
368,Michael Jordan,jordami01,26-040,G-F,03/29/89,RS,CHI,@,MIL,W,1,43,9,19,0.474,.474,9,18,0.500,.500,0,1,0.000,.000,14,16,0.875,.875,1,9,10,10,2,1,4,4,32,25.20,3.80,29.00,29.00,29.0,58.60,8.84,67.44
477,David Robinson,robinda01,25-159,C,01/12/91,RS,SAS,,UTA,W,1,39,10,17,0.588,.588,10,17,0.588,.588,0,0,0.000,,2,6,0.333,.333,2,16,18,5,0,11,2,4,22,15.40,10.90,26.30,26.30,26.3,39.49,27.95,67.44
295,Alvin Robertson,roberal01,25-247,G,03/25/88,RS,SAS,,DET,W,1,39,5,12,0.417,.417,5,12,0.417,.417,0,0,0.000,,5,6,0.833,.833,4,6,10,12,8,1,2,4,15,17.40,8.90,26.30,26.30,26.3,44.62,22.82,67.44
721,Hakeem Olajuwon,olajuha01,34-042,C,03/04/97,RS,HOU,@,LAC,W,1,42,8,13,0.615,.615,8,13,0.615,.615,0,0,0.000,,6,6,1.000,1000,2,14,16,10,3,2,4,2,22,20.50,7.80,28.30,28.30,28.3,48.81,18.57,67.38
789,Chris Webber,webbech01,26-278,F-C,12/04/99,RS,SAC,@,WAS,W,1,41,11,19,0.579,.579,11,19,0.579,.579,0,0,0.000,,3,4,0.750,.750,1,10,11,10,3,2,2,3,25,21.40,6.20,27.60,27.60,27.6,52.20,15.12,67.32
1241,Blake Griffin,griffbl01,22-028,F,04/13/11,RS,LAC,,MEM,W,1,41,13,21,0.619,.619,13,20,0.650,.650,0,1,0.000,.000,5,7,0.714,.714,3,7,10,10,1,1,4,5,31,25.80,1.80,27.60,27.60,27.6,62.93,4.39,67.32
508,Scottie Pippen,pippesc01,26-070,F-G,12/04/91,RS,CHI,,CLE,W,1,43,10,24,0.417,.417,10,24,0.417,.417,0,0,0.000,,8,8,1.000,1000,5,10,15,10,1,2,1,3,28,24.70,4.20,28.90,28.90,28.9,57.44,9.77,67.21
653,Kendall Gill,gillke01,27-201,G,12/12/95,RS,CHH,@,PHO,W,1,39,6,9,0.667,.667,4,7,0.571,.571,2,2,1.000,1000,4,4,1.000,1000,1,10,11,12,2,0,0,5,18,23.20,3.00,26.20,26.20,26.2,59.49,7.69,67.18
159,Clyde Drexler,drexlcl01,23-202,G,01/10/86,RS,POR,@,MIL,L,1,42,10,21,0.476,.476,10,19,0.526,.526,0,2,0.000,.000,6,9,0.667,.667,3,6,9,11,10,1,7,3,26,16.90,11.30,28.20,28.20,28.2,40.24,26.90,67.14
792,Kevin Garnett,garneke01,23-209,F-C,12/14/99,RS,MIN,@,ATL,L,1,44,11,19,0.579,.579,11,19,0.579,.579,0,0,0.000,,0,0,0.803,,1,14,15,10,7,1,2,3,22,18.80,10.70,29.50,29.50,29.5,42.73,24.32,67.05
121,Larry Bird,birdla01,28-086,F,03/03/85,RS,BOS,,DET,W,1,43,10,23,0.435,.435,9,21,0.429,.429,1,2,0.500,.500,9,10,0.900,.900,4,11,15,10,1,0,2,2,30,25.30,3.50,28.80,28.80,28.8,58.84,8.14,66.98
651,Grant Hill,hillgr01,23-058,F-G,12/02/95,RS,DET,,ATL,W,1,39,9,19,0.474,.474,9,19,0.474,.474,0,0,0.000,,6,10,0.600,.600,3,10,13,11,1,0,0,1,24,22.50,3.60,26.10,26.10,26.1,57.69,9.23,66.92
290,Fat Lever,leverfa01,27-197,G,03/02/88,RS,DEN,,CLE,W,1,42,10,23,0.435,.435,10,23,0.435,.435,0,0,0.000,,0,0,0.803,,9,11,20,12,6,0,3,2,20,19.60,8.50,28.10,28.10,28.1,46.67,20.24,66.90
1073,Chris Paul,paulch01,21-209,G,12/01/06,RS,NOK,,CHI,L,1,48,6,13,0.462,.462,5,11,0.455,.455,1,2,0.500,.500,12,15,0.800,.800,2,9,11,18,5,1,7,1,25,24.10,8.00,32.10,32.10,32.1,50.21,16.67,66.88
141,Micheal Ray Richardson,richami01,30-202,G-F,10/30/85,RS,NJN,,IND,W,1,54,15,31,0.484,.484,15,29,0.517,.517,0,2,0.000,.000,8,12,0.667,.667,1,10,11,11,9,0,3,5,38,26.10,10.00,36.10,36.10,36.1,48.33,18.52,66.85
8,Oscar Robertson,roberos01,22,G,11/11/61,RS,CIN,@,CHI,W,1,44.3,11,23,0.478,.478,11,23,0.478,.478,,,,,5,7,0.714,0.7142857143,2,8,10,16,,,,,27,27.28,2.32,29.60,29.60,,61.58,5.23,66.82
1031,LeBron James,jamesle01,20-324,F-G,11/19/05,RS,CLE,@,PHI,W,1,47,14,24,0.583,.583,14,22,0.636,.636,0,2,0.000,.000,8,10,0.800,.800,2,9,11,10,1,1,5,1,36,27.40,4.00,31.40,31.40,31.4,58.30,8.51,66.81
704,Grant Hill,hillgr01,24-105,F-G,01/18/97,RS,DET,@,LAL,W,1,53,12,23,0.522,.522,11,22,0.500,.500,1,1,1.000,1000,9,11,0.818,.818,6,9,15,14,1,0,3,3,34,32.90,2.50,35.40,35.40,35.4,62.08,4.72,66.79
461,Magic Johnson,johnsma02,31-097,G-F,11/19/90,RS,LAL,@,DEN,W,1,34,9,16,0.563,.563,8,13,0.615,.615,1,3,0.333,.333,2,3,0.667,.667,1,9,10,11,0,0,1,1,21,20.40,2.30,22.70,22.70,22.7,60.00,6.76,66.76
1348,Michael Carter-Williams,cartemi01,22-151,G,03/10/14,RS,PHI,@,NYK,L,1,37,8,12,0.667,.667,7,10,0.700,.700,1,2,0.500,.500,6,9,0.667,.667,2,11,13,10,2,0,4,4,23,21.00,3.70,24.70,24.70,24.7,56.76,10.00,66.76
1608,Russell Westbrook,westbru01,28-139,G,03/31/17,RS,OKC,,SAS,L,1,37,8,22,0.364,0.364,6,15,0.400,0.4,2,7,0.286,0.286,14,15,0.933,0.933,2,13,15,12,0,0,8,1,32,21.20,3.50,24.70,24.70,24.7,57.30,9.46,66.76
201,Fat Lever,leverfa01,26-120,G,12/16/86,RS,DEN,@,SAC,W,1,40,7,16,0.438,.438,7,15,0.467,.467,0,1,0.000,.000,3,3,1.000,1000,1,10,11,14,6,0,1,1,17,18.10,8.60,26.70,26.70,26.7,45.25,21.50,66.75
735,Grant Hill,hillgr01,24-181,F-G,04/04/97,RS,DET,@,ATL,L,1,43,9,17,0.529,.529,9,17,0.529,.529,0,0,0.000,,4,6,0.667,.667,2,10,12,12,3,2,1,1,22,21.70,7.00,28.70,28.70,28.7,50.47,16.28,66.74
714,Grant Hill,hillgr01,24-130,F-G,02/12/97,RS,DET,,ORL,W,1,43,11,19,0.579,.579,11,18,0.611,.611,0,1,0.000,.000,9,12,0.750,.750,4,6,10,10,2,0,5,2,31,25.70,3.00,28.70,28.70,28.7,59.77,6.98,66.74
801,Steve Francis,francst01,22-340,G,01/27/00,RS,HOU,,GSW,L,1,39,7,20,0.350,.350,6,17,0.353,.353,1,3,0.333,.333,10,15,0.667,.667,7,10,17,14,2,1,5,3,25,21.50,4.50,26.00,26.00,26.0,55.13,11.54,66.67
715,Chris Mullin,mullich01,33-204,F-G,02/19/97,RS,GSW,,BOS,W,1,45,6,10,0.600,.600,5,8,0.625,.625,1,2,0.500,.500,6,6,1.000,1000,5,5,10,12,7,0,4,2,19,22.30,7.70,30.00,30.00,30.0,49.56,17.11,66.67
68,Larry Bird,birdla01,27-072,F,02/17/84,RS,BOS,@,SEA,W,1,44,13,24,0.542,.542,13,23,0.565,.565,0,1,0.000,.000,4,4,1.000,1000,1,12,13,13,3,1,5,3,30,23.20,6.10,29.30,29.30,29.3,52.73,13.86,66.59
1002,Paul Pierce,piercpa01,27-082,F-G,01/03/05,RS,BOS,,NOH,W,1,32,6,13,0.462,.462,3,8,0.375,.375,3,5,0.600,.600,4,5,0.800,.800,3,7,10,10,1,2,3,3,19,18.00,3.30,21.30,21.30,21.3,56.25,10.31,66.56
640,Jason Kidd,kiddja01,22-019,G,04/11/95,RS,DAL,@,HOU,W,1,49,12,27,0.444,.444,4,15,0.267,.267,8,12,0.667,.667,6,10,0.600,.600,4,7,11,10,3,0,3,4,38,29.10,3.50,32.60,32.60,32.6,59.39,7.14,66.53
1101,Jason Kidd,kiddja01,34-035,G,04/27/07,PL,NJN,,TOR,W,1,40,7,14,0.500,0.5,5,6,0.833,0.833,2,8,0.250,0.25,0,0,0.803,,4,12,16,19,3,1,5,2,16,20.10,6.50,26.60,26.60,26.6,50.25,16.25,66.50
23,Oscar Robertson,roberos01,23,G,01/03/62,RS,CIN,,NYK,W,1,44.3,9,19,0.478,.478,9,19,0.478,.478,,,,,8,10,0.800,0.8,3,9,12,13,,,,,26,26.63,2.78,29.41,29.41,,60.11,6.28,66.39
137,Clyde Drexler,drexlcl01,22-315,G,05/03/85,PL,POR,,LAL,L,1,41,6,14,0.429,0.429,6,12,0.500,0.5,0,2,0.000,0,6,9,0.667,0.667,6,5,11,14,4,3,3,2,18,20.40,6.80,27.20,27.20,27.2,49.76,16.59,66.34
24,Oscar Robertson,roberos01,23,G,01/05/62,RS,CIN,,BOS,L,1,44.3,9,19,0.478,.478,9,19,0.478,.478,,,,,9,10,0.900,0.9,3,12,15,11,,,,3,27,27.11,2.28,29.38,29.38,,61.19,5.14,66.33
1494,Russell Westbrook,westbru01,27-145,G,04/05/16,RS,OKC,@,DEN,W,1,27,4,9,0.444,.444,2,5,0.400,.400,2,4,0.500,.500,3,5,0.600,.600,3,11,14,12,2,0,5,1,13,13.00,4.90,17.90,17.90,17.9,48.15,18.15,66.30
1398,Russell Westbrook,westbru01,26-121,G,03/13/15,RS,OKC,,MIN,W,1,35,11,24,0.458,.458,8,18,0.444,.444,3,6,0.500,.500,4,4,1.000,1000,4,6,10,12,2,0,8,1,29,19.80,3.40,23.20,23.20,23.2,56.57,9.71,66.29
29,Oscar Robertson,roberos01,23,G,01/18/62,RS,CIN,@,PHI,W,1,44.3,11,23,0.478,.478,11,23,0.478,.478,,,,,6,12,0.500,0.5,3,11,14,16,,,,3,28,27.32,2.05,29.36,29.36,,61.66,4.62,66.28
605,Vlade Divac,divacvl01,26-035,C,03/10/94,RS,LAL,,DAL,W,1,43,9,12,0.750,.750,9,12,0.750,.750,0,0,0.000,,4,4,1.000,1000,6,11,17,12,1,2,5,5,22,24.80,3.70,28.50,28.50,28.5,57.67,8.60,66.28
1380,Kobe Bryant,bryanko01,36-129,G-F,12/30/14,RS,LAL,@,DEN,W,1,32,6,11,0.545,.545,3,6,0.500,.500,3,5,0.600,.600,8,11,0.727,.727,1,10,11,11,2,1,9,1,23,15.90,5.30,21.20,21.20,21.2,49.69,16.56,66.25
422,Magic Johnson,johnsma02,30-176,G-F,02/06/90,RS,LAL,@,POR,W,1,37,8,18,0.444,.444,4,10,0.400,.400,4,8,0.500,.500,4,4,1.000,1000,2,8,10,15,3,0,5,6,24,21.50,3.00,24.50,24.50,24.5,58.11,8.11,66.22
6,Oscar Robertson,roberos01,22,G,11/07/61,RS,CIN,,NYK,W,1,44.3,4,8,0.478,.478,4,8,0.478,.478,,,,,14,14,1.000,1,3,11,14,11,,,,4,22,27.67,1.65,29.31,29.31,,62.46,3.72,66.17
1165,Pau Gasol,gasolpa01,28-226,F-C,02/17/09,RS,LAL,,ATL,W,1,31,6,10,0.600,.600,6,10,0.600,.600,0,0,0.000,,0,0,0.803,,4,9,13,10,0,2,0,2,12,17.20,3.30,20.50,20.50,20.5,55.48,10.65,66.13
1446,Hassan Whiteside,whiteha01,26-216,C,01/15/16,RS,MIA,@,DEN,W,1,38,8,13,0.615,.615,8,13,0.615,.615,0,0,0.000,,3,5,0.600,.600,6,11,17,2,1,11,4,2,19,13.90,11.20,25.10,25.10,25.1,36.58,29.47,66.05
895,Jason Kidd,kiddja01,28-333,G,02/19/02,RS,NJN,,GSW,W,1,43,9,17,0.529,.529,7,13,0.538,.538,2,4,0.500,.500,6,8,0.750,.750,4,8,12,12,2,1,4,2,26,24.10,4.30,28.40,28.40,28.4,56.05,10.00,66.05
1584,Russell Westbrook,westbru01,28-117,G,03/09/17,RS,OKC,,SAS,W,1,35,7,21,0.333,.333,6,15,0.400,.400,1,6,0.167,.167,8,9,0.889,.889,3,10,13,13,2,0,3,2,23,18.90,4.20,23.10,23.10,23.1,54.00,12.00,66.00
1088,Kevin Garnett,garneke01,30-264,F-C,02/07/07,RS,MIN,,GSW,W,1,31,4,12,0.333,.333,4,11,0.364,.364,0,1,0.000,.000,9,11,0.818,.818,3,12,15,10,1,1,3,1,17,15.50,4.90,20.40,20.40,20.4,50.00,15.81,65.81
1507,Julius Randle,randlju01,21-352,F,11/15/16,RS,LAL,,BRK,W,1,31,5,8,0.625,.625,5,8,0.625,.625,0,0,0.000,,7,10,0.700,.700,1,13,14,10,0,0,3,1,17,16.90,3.50,20.40,20.40,20.4,54.52,11.29,65.81
916,Kobe Bryant,bryanko01,24-072,G-F,11/03/02,RS,LAL,,POR,W,1,50,11,19,0.579,.579,9,13,0.692,.692,2,6,0.333,.333,9,11,0.818,.818,5,9,14,12,1,0,4,5,33,31.20,1.70,32.90,32.90,32.9,62.40,3.40,65.80
1212,John Wall,walljo01,20-065,G,11/10/10,RS,WAS,,HOU,W,1,42,8,16,0.500,.500,6,12,0.500,.500,2,4,0.500,.500,1,2,0.500,.500,1,9,10,13,6,1,1,3,19,19.40,8.20,27.60,27.60,27.6,46.19,19.52,65.71
370,Benoit Benjamin,benjabe01,24-129,C,03/31/89,RS,LAC,,SAS,W,1,44,7,12,0.583,.583,7,12,0.583,.583,0,0,0.000,,11,14,0.786,.786,3,7,10,3,1,10,2,4,25,20.40,8.50,28.90,28.90,28.9,46.36,19.32,65.68
1406,DeMarcus Cousins,couside01,24-231,C-F,04/01/15,RS,SAC,@,HOU,L,1,39,11,25,0.440,.440,11,25,0.440,.440,0,0,0.000,,2,6,0.333,.333,6,15,21,10,3,6,5,4,24,15.50,10.10,25.60,25.60,25.6,39.74,25.90,65.64
796,Michael Finley,finlemi01,26-292,G-F,12/23/99,RS,DAL,@,PHO,W,1,48,12,25,0.480,.480,10,22,0.455,.455,2,3,0.667,.667,7,8,0.875,.875,6,7,13,13,4,0,7,2,33,26.20,5.30,31.50,31.50,31.5,54.58,11.04,65.63
750,Gary Payton,paytoga01,29-160,G,12/30/97,RS,SEA,@,GSW,W,1,41,9,12,0.750,.750,7,8,0.875,.875,2,4,0.500,.500,2,2,1.000,1000,1,9,10,11,4,0,5,1,22,20.60,6.30,26.90,26.90,26.9,50.24,15.37,65.61
934,Paul Pierce,piercpa01,25-105,F-G,01/26/03,RS,BOS,,ORL,W,1,45,9,15,0.600,.600,9,14,0.643,.643,0,1,0.000,.000,9,11,0.818,.818,0,13,13,13,3,0,5,2,27,23.40,6.10,29.50,29.50,29.5,52.00,13.56,65.56
957,Paul Pierce,piercpa01,25-206,F-G,05/07/03,PL,BOS,@,NJN,L,1,45,9,17,0.529,0.529,8,14,0.571,0.571,1,3,0.333,0.333,13,15,0.867,0.867,2,8,10,11,2,1,6,4,32,26.00,3.50,29.50,29.50,29.5,57.78,7.78,65.56
206,Magic Johnson,johnsma02,27-143,G-F,01/04/87,RS,LAL,,UTA,W,1,36,12,23,0.522,.522,12,23,0.522,.522,0,0,0.000,,2,2,1.000,1000,5,5,10,11,1,0,4,2,26,21.90,1.70,23.60,23.60,23.6,60.83,4.72,65.56
585,Kevin Johnson,johnske02,27-280,G,12/09/93,RS,PHO,,WSB,W,1,38,7,15,0.467,.467,7,14,0.500,.500,0,1,0.000,.000,3,3,1.000,1000,0,3,3,13,10,0,4,1,17,14.40,10.50,24.90,24.90,24.9,37.89,27.63,65.53
1091,Kevin Garnett,garneke01,30-289,F-C,03/04/07,RS,MIN,@,BOS,L,1,51,14,28,0.500,.500,13,27,0.481,.481,1,1,1.000,1000,4,5,0.800,.800,3,10,13,10,2,3,1,1,33,26.70,6.70,33.40,33.40,33.4,52.35,13.14,65.49
396,Hakeem Olajuwon,olajuha01,26-294,C,11/11/89,RS,HOU,,UTA,W,1,42,10,22,0.455,.455,10,22,0.455,.455,0,0,0.000,,4,9,0.444,.444,7,14,21,2,5,12,5,5,24,11.90,15.60,27.50,27.50,27.5,28.33,37.14,65.48
1183,LeBron James,jamesle01,24-358,F-G,12/23/09,RS,CLE,@,SAC,W,1,44,14,30,0.467,.467,13,26,0.500,.500,1,4,0.250,.250,5,7,0.714,.714,4,12,16,10,0,0,2,1,34,25.60,3.20,28.80,28.80,28.8,58.18,7.27,65.45
663,Grant Hill,hillgr01,23-100,F-G,01/13/96,RS,DET,@,NJN,W,1,44,10,21,0.476,.476,10,21,0.476,.476,0,0,0.000,,6,10,0.600,.600,2,11,13,13,1,1,0,1,26,24.20,4.60,28.80,28.80,28.8,55.00,10.45,65.45
246,Fat Lever,leverfa01,26-232,G,04/07/87,RS,DEN,@,GSW,W,1,46,12,20,0.600,.600,12,20,0.600,.600,0,0,0.000,,4,6,0.667,.667,0,11,11,10,3,0,0,3,28,25.00,5.10,30.10,30.10,30.1,54.35,11.09,65.43
94,Larry Bird,birdla01,28-019,F,12/26/84,RS,BOS,@,PHO,W,1,46,15,26,0.577,.577,15,25,0.600,.600,0,1,0.000,.000,4,5,0.800,.800,0,11,11,10,3,0,3,4,34,25.40,4.70,30.10,30.10,30.1,55.22,10.22,65.43
1437,Kevin Durant,duranke01,27-072,F-G,12/10/15,RS,OKC,,ATL,W,1,37,8,14,0.571,.571,6,12,0.500,.500,2,2,1.000,1000,7,7,1.000,1000,0,12,12,10,1,0,5,2,25,20.40,3.80,24.20,24.20,24.2,55.14,10.27,65.41
943,Ray Allen,allenra02,27-223,G,02/28/03,RS,SEA,,LAL,W,1,37,11,25,0.440,.440,8,14,0.571,.571,3,11,0.273,.273,4,4,1.000,1000,3,7,10,10,0,1,2,4,29,23.00,1.20,24.20,24.20,24.2,62.16,3.24,65.41
1343,Joakim Noah,noahjo01,29-005,C,03/02/14,RS,CHI,,NYK,W,1,37,4,10,0.400,.400,4,10,0.400,.400,0,0,0.000,,5,8,0.625,.625,5,7,12,14,2,2,1,0,13,18.70,5.50,24.20,24.20,24.2,50.54,14.86,65.41
275,Nate McMillan,mcmilna01,23-168,G-F,01/18/88,RS,SEA,,IND,W,1,39,5,7,0.714,.714,4,6,0.667,.667,1,1,1.000,1000,5,9,0.556,.556,2,9,11,15,4,0,3,4,16,20.40,5.10,25.50,25.50,25.5,52.31,13.08,65.38
401,Danny Ainge,aingeda01,30-263,G,12/05/89,RS,SAC,,MIL,W,1,43,12,23,0.522,.522,12,17,0.706,.706,0,6,0.000,.000,3,4,0.750,.750,2,9,11,13,2,0,2,1,27,23.80,4.30,28.10,28.10,28.1,55.35,10.00,65.35
701,Grant Hill,hillgr01,24-074,F-G,12/18/96,RS,DET,,NYK,W,1,34,6,13,0.462,.462,6,13,0.462,.462,0,0,0.000,,5,10,0.500,.500,1,9,10,11,5,0,1,3,17,15.70,6.50,22.20,22.20,22.2,46.18,19.12,65.29
