Rk,Player,link,Age,Pos,Date,RG/PL,Tm,,Opp,,GS,MP,FG,FGA,FG%_pt,FG%,2P,2PA,2P%_pt,2P%,3P,3PA,3P%_pt,3P%,FT,FTA,FT%_pt,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Off Production,Def Production,,GmSc_pt,GmSc,oTDR,dTDR,TDR
1509,Russell Westbrook,westbru01,28-006,G,11/18/2016,RS,OKC,,BRK,W,1,34,13,21,0.619,0.62,13.00,20.00,0.65,0.65,0.00,1.00,0.00,0.00,4,5,0.800,0.800,3,7,10,13,1,0,3,0,30,28.30,3.10,31.40,31.40,31.40,83.24,9.12,92.35
500,Magic Johnson,johnsma02,31-264,G-F,05/05/1991,PL,LAL,,GSW,W,1,31,7,15,0.467,0.47,7.00,14.00,0.50,0.50,0.00,1.00,0.00,0.00,7,9,0.778,0.778,2,8,10,17,3,0,0,2,21,25.80,4.60,30.40,30.40,30.40,83.23,14.84,98.06
258,Fat Lever,leverfa01,27-098,G,11/24/1987,RS,DEN,,NJN,W,1,28,9,11,0.818,0.82,9.00,11.00,0.82,0.82,0.00,0.00,0.00,,3,5,0.600,0.600,2,11,13,14,8,0,4,2,21,23.30,10.50,33.80,33.80,33.80,83.21,37.50,120.71
1530,Russell Westbrook,westbru01,28-035,G,12/17/2016,RS,OKC,,PHO,W,1,34,9,17,0.529,0.53,8.00,15.00,0.53,0.53,1.00,2.00,0.50,0.50,7,7,1.000,1.000,0,11,11,22,2,1,5,3,26,28.10,4.80,32.90,32.90,32.90,82.65,14.12,96.76
579,David Robinson,robinda01,28-095,C,11/09/1993,RS,SAS,,MIN,W,1,41,14,22,0.636,0.64,14.00,22.00,0.64,0.64,0.00,0.00,0.00,,15,19,0.789,0.789,5,6,11,1,3,10,2,2,43,33.80,11.00,44.80,44.80,44.80,82.44,26.83,109.27
1382,Al Horford,horfoal01,28-224,C-F,01/13/2015,RS,ATL,@,PHI,W,1,29,8,10,0.800,0.80,8.00,10.00,0.80,0.80,0.00,0.00,0.00,,5,6,0.833,0.833,3,7,10,10,0,1,2,2,21,23.90,2.00,25.90,25.90,25.90,82.41,6.90,89.31
1,Oscar Robertson,roberos01,22,G,10/21/1961,RS,CIN,@,STL,W,1,44,9,19,0.478,0.48,9.00,18.83,0.48,0.48,,,,,17,19,0.895,0.895,3,12,15,13,,,,6,35,36.11,1.08,37.18,37.18,,81.50,2.43,83.93
446,Magic Johnson,johnsma02,30-242,G-F,04/13/1990,RS,LAL,,GSW,W,1,32,8,12,0.667,0.67,6.00,8.00,0.75,0.75,2.00,4.00,0.50,0.50,3,3,1.000,1.000,3,7,10,13,0,0,1,4,21,26.00,0.50,26.50,26.50,26.50,81.25,1.56,82.81
31,Oscar Robertson,roberos01,23,G,01/30/1962,RS,CIN,@,STL,W,1,44,9,19,0.478,0.48,9.00,18.83,0.48,0.48,,,,,18,22,0.803,0.803,3,11,14,13,,,,3,36,35.98,2.05,38.03,38.03,,81.22,4.62,85.84
47,Magic Johnson,johnsma02,24-091,G-F,11/13/1983,RS,LAL,,UTA,W,1,41,13,17,0.765,0.77,13.00,17.00,0.76,0.77,0.00,0.00,0.00,,4,6,0.667,0.667,5,8,13,16,3,0,4,2,30,33.20,4.60,37.80,37.80,37.80,80.98,11.22,92.20
37,Oscar Robertson,roberos01,23,G,02/20/1962,RS,CIN,,STL,W,1,44,9,19,0.478,0.48,9.00,18.83,0.48,0.48,,,,,13,13,1.000,1.000,5,15,20,16,,,,4,31,35.80,3.04,38.84,38.84,,80.81,6.86,87.67
1568,Russell Westbrook,westbru01,28-095,G,02/15/2017,RS,OKC,,NYK,W,1,38,13,22,0.591,0.59,10.00,17.00,0.59,0.59,3.00,5.00,0.60,0.60,9,13,0.692,0.692,3,11,14,12,3,1,6,0,38,30.70,7.00,37.70,37.70,37.70,80.79,18.42,99.21
1108,Baron Davis,davisba01,28-224,G,11/23/2007,RS,GSW,@,WAS,W,1,41,11,21,0.524,0.52,6.00,13.00,0.46,0.46,5.00,8.00,0.63,0.63,6,9,0.667,0.667,3,8,11,15,0,0,1,3,33,33.10,1.20,34.30,34.30,34.30,80.73,2.93,83.66
913,Kobe Bryant,bryanko01,24-070,G-F,11/01/2002,RS,LAL,@,LAC,W,1,41,12,18,0.667,0.67,11.00,16.00,0.69,0.69,1.00,2.00,0.50,0.50,8,8,1.000,1.000,5,10,15,12,2,1,4,3,33,33.10,4.50,37.60,37.60,37.60,80.73,10.98,91.71
356,Michael Jordan,jordami01,26-024,G-F,03/13/1989,RS,CHI,,IND,W,1,30,7,15,0.467,0.47,4.00,11.00,0.36,0.36,3.00,4.00,0.75,0.75,4,4,1.000,1.000,3,11,14,14,3,2,1,0,21,24.20,7.70,31.90,31.90,31.90,80.67,25.67,106.33
1142,Jason Kidd,kiddja01,35-024,G,04/16/2008,RS,DAL,,NOH,W,1,37,9,14,0.643,0.64,4.00,6.00,0.67,0.67,5.00,8.00,0.63,0.63,4,4,1.000,1.000,4,6,10,10,0,0,1,2,27,29.60,1.00,30.60,30.60,30.60,80.00,2.70,82.70
234,Magic Johnson,johnsma02,27-220,G-F,03/22/1987,RS,LAL,,SAC,W,1,40,12,21,0.571,0.57,11.00,20.00,0.55,0.55,1.00,1.00,1.00,"1,000.00",8,10,0.800,0.800,2,10,12,19,3,1,5,3,33,32.00,5.50,37.50,37.50,37.50,80.00,13.75,93.75
4,Oscar Robertson,roberos01,22,G,10/29/1961,RS,CIN,,SYR,W,1,44,6,13,0.478,0.48,6.00,12.55,0.48,0.48,,,,,14,17,0.803,0.803,2,9,11,22,,,,,26,35.39,2.55,37.94,37.94,,79.88,5.76,85.64
1529,James Harden,hardeja01,27-112,G,12/16/2016,RS,HOU,,NOP,W,1,34,7,15,0.467,0.47,1.00,3.00,0.33,0.33,6.00,12.00,0.50,0.50,9,11,0.818,0.818,2,9,11,13,0,0,4,2,29,27.00,1.90,28.90,28.90,28.90,79.41,5.59,85.00
377,Michael Jordan,jordami01,26-051,G-F,04/09/1989,RS,CHI,@,ATL,L,1,43,13,29,0.448,0.45,13.00,26.00,0.50,0.50,0.00,3.00,0.00,0.00,14,14,1.000,1.000,4,6,10,12,1,0,2,3,40,34.10,1.60,35.70,35.70,35.70,79.30,3.72,83.02
1545,James Harden,hardeja01,27-137,G,01/10/2017,RS,HOU,,CHO,W,1,38,11,24,0.458,0.46,4.00,10.00,0.40,0.40,7.00,14.00,0.50,0.50,11,14,0.786,0.786,1,14,15,10,0,0,4,3,40,30.10,3.00,33.10,33.10,33.10,79.21,7.89,87.11
478,Clyde Drexler,drexlcl01,28-207,G,01/15/1991,RS,POR,@,MIN,W,1,38,11,20,0.550,0.55,11.00,18.00,0.61,0.61,0.00,2.00,0.00,0.00,10,12,0.833,0.833,4,6,10,11,3,3,2,3,32,30.10,5.70,35.80,35.80,35.80,79.21,15.00,94.21
786,Karl Malone,malonka01,35-284,F,05/04/1999,RS,UTA,,LAC,W,1,37,11,13,0.846,0.85,11.00,13.00,0.85,0.85,0.00,0.00,0.00,,7,9,0.778,0.778,1,11,12,10,1,2,2,2,29,29.20,4.90,34.10,34.10,34.10,78.92,13.24,92.16
1582,Elfrid Payton,paytoel01,23-014,G,03/08/2017,RS,ORL,,CHI,W,1,36,8,12,0.667,0.67,8.00,11.00,0.73,0.73,0.00,1.00,0.00,0.00,6,7,0.857,0.857,6,8,14,14,2,2,2,0,22,28.40,5.80,34.20,34.20,34.20,78.89,16.11,95.00
232,Magic Johnson,johnsma02,27-216,G-F,03/18/1987,RS,LAL,,UTA,W,1,38,6,15,0.400,0.40,6.00,14.00,0.43,0.43,0.00,1.00,0.00,0.00,15,16,0.938,0.938,3,8,11,19,2,0,4,1,27,29.90,4.00,33.90,33.90,33.90,78.68,10.53,89.21
1569,James Harden,hardeja01,27-173,G,02/15/2017,RS,HOU,,MIA,L,1,42,10,21,0.476,0.48,6.00,11.00,0.55,0.55,4.00,10.00,0.40,0.40,14,16,0.875,0.875,3,9,12,12,0,1,4,5,38,33.00,1.40,34.40,34.40,34.40,78.57,3.33,81.90
1095,Vince Carter,cartevi01,30-071,G-F,04/07/2007,RS,NJN,,WAS,W,1,47,16,28,0.571,0.57,9.00,15.00,0.60,0.60,7.00,13.00,0.54,0.54,7,9,0.778,0.778,4,12,16,10,1,3,5,2,46,36.80,5.90,42.70,42.70,42.70,78.30,12.55,90.85
589,Chris Webber,webbech01,20-297,F-C,12/23/1993,RS,GSW,,LAC,W,1,32,9,13,0.692,0.69,9.00,13.00,0.69,0.69,0.00,0.00,0.00,,4,8,0.500,0.500,5,7,12,12,1,1,2,2,22,24.80,3.00,27.80,27.80,27.80,77.50,9.38,86.88
105,Michael Jordan,jordami01,21-332,G-F,01/14/1985,RS,CHI,,DEN,W,1,43,11,16,0.688,0.69,11.00,16.00,0.69,0.69,0.00,0.00,0.00,,13,15,0.867,0.867,2,12,14,15,3,1,6,3,35,33.30,6.10,39.40,39.40,39.40,77.44,14.19,91.63
621,Hakeem Olajuwon,olajuha01,31-314,C,12/01/1994,RS,HOU,@,GSW,W,1,43,13,19,0.684,0.68,13.00,19.00,0.68,0.68,0.00,0.00,0.00,,11,14,0.786,0.786,3,10,13,12,3,2,5,4,37,33.20,5.80,39.00,39.00,39.00,77.21,13.49,90.70
242,Magic Johnson,johnsma02,27-231,G-F,04/02/1987,RS,LAL,@,SEA,W,1,40,13,24,0.542,0.54,13.00,23.00,0.57,0.57,0.00,1.00,0.00,0.00,8,9,0.889,0.889,1,9,10,13,2,0,1,3,34,30.80,3.50,34.30,34.30,34.30,77.00,8.75,85.75
115,Larry Bird,birdla01,28-073,F,02/18/1985,RS,BOS,@,UTA,W,1,33,13,22,0.591,0.59,11.00,18.00,0.61,0.61,2.00,4.00,0.50,0.50,2,3,0.667,0.667,0,12,12,10,9,2,1,2,30,25.40,13.20,38.60,38.60,38.60,76.97,40.00,116.97
713,Kevin Johnson,johnske02,30-345,G,02/12/1997,RS,PHO,,BOS,W,1,34,7,9,0.778,0.78,5.00,7.00,0.71,0.71,2.00,2.00,1.00,"1,000.00",6,6,1.000,1.000,1,10,11,17,5,0,5,4,22,26.10,6.40,32.50,32.50,32.50,76.76,18.82,95.59
1283,David Lee,leeda02,29-236,F,12/21/2012,RS,GSW,,CHA,W,1,34,11,16,0.688,0.69,11.00,16.00,0.69,0.69,0.00,0.00,0.00,,1,1,1.000,1.000,6,5,11,11,0,0,2,3,23,26.10,0.30,26.40,26.40,26.40,76.76,0.88,77.65
292,Magic Johnson,johnsma02,28-206,G-F,03/07/1988,RS,LAL,@,PHI,W,1,40,7,11,0.636,0.64,7.00,10.00,0.70,0.70,0.00,1.00,0.00,0.00,10,11,0.909,0.909,3,8,11,17,3,0,2,1,24,30.70,5.00,35.70,35.70,35.70,76.75,12.50,89.25
274,Michael Jordan,jordami01,24-333,G-F,01/16/1988,RS,CHI,,DET,W,1,38,12,26,0.462,0.46,12.00,26.00,0.46,0.46,0.00,0.00,0.00,,12,13,0.923,0.923,4,6,10,10,4,4,3,3,36,29.00,7.40,36.40,36.40,36.40,76.32,19.47,95.79
16,Oscar Robertson,roberos01,23,G,12/08/1961,RS,CIN,,STL,W,1,44,11,23,0.478,0.48,11.00,23.01,0.48,0.48,,,,,9,11,0.803,0.803,3,10,13,19,,,,,31,33.78,3.01,36.79,36.79,,76.24,6.80,83.05
30,Oscar Robertson,roberos01,23,G,01/20/1962,RS,CIN,,LAL,W,1,44,13,27,0.478,0.48,13.00,27.20,0.48,0.48,,,,,13,16,0.813,0.813,3,10,13,11,,,,,39,33.73,3.01,36.74,36.74,,76.14,6.80,82.94
128,Magic Johnson,johnsma02,25-222,G-F,03/24/1985,RS,LAL,,DET,W,1,36,9,13,0.692,0.69,9.00,13.00,0.69,0.69,0.00,0.00,0.00,,7,8,0.875,0.875,0,10,10,19,1,0,5,3,25,27.40,2.80,30.20,30.20,30.20,76.11,7.78,83.89
17,Oscar Robertson,roberos01,23,G,12/11/1961,RS,CIN,,CHI,W,1,44,12,25,0.478,0.48,12.00,25.10,0.48,0.48,,,,,8,13,0.615,0.615,3,12,15,20,,,,3,32,33.61,2.28,35.89,35.89,,75.87,5.14,81.02
283,Larry Bird,birdla01,31-065,F,02/10/1988,RS,BOS,@,SAS,W,1,41,13,23,0.565,0.57,9.00,16.00,0.56,0.56,4.00,7.00,0.57,0.57,9,9,1.000,1.000,0,17,17,10,1,3,4,2,39,31.10,7.40,38.50,38.50,38.50,75.85,18.05,93.90
328,Clyde Drexler,drexlcl01,26-196,G,01/04/1989,RS,POR,@,LAL,L,1,38,12,20,0.600,0.60,12.00,19.00,0.63,0.63,0.00,1.00,0.00,0.00,9,11,0.818,0.818,4,7,11,10,0,0,4,5,33,28.80,0.10,28.90,28.90,28.90,75.79,0.26,76.05
1210,Pau Gasol,gasolpa01,30-124,F-C,11/07/2010,RS,LAL,,POR,W,1,33,9,13,0.692,0.69,9.00,13.00,0.69,0.69,0.00,0.00,0.00,,2,2,1.000,1.000,5,9,14,10,3,0,0,2,20,25.00,4.90,29.90,29.90,29.90,75.76,14.85,90.61
359,Magic Johnson,johnsma02,29-215,G-F,03/17/1989,RS,LAL,,DAL,W,1,40,10,18,0.556,0.56,10.00,13.00,0.77,0.77,0.00,5.00,0.00,0.00,11,11,1.000,1.000,4,8,12,13,2,2,4,0,31,30.30,5.80,36.10,36.10,36.10,75.75,14.50,90.25
1169,Chris Paul,paulch01,23-309,G,03/11/2009,RS,NOH,@,WAS,W,1,40,11,16,0.688,0.69,11.00,16.00,0.69,0.69,0.00,0.00,0.00,,8,9,0.889,0.889,2,8,10,13,4,0,3,2,30,30.30,5.60,35.90,35.90,35.90,75.75,14.00,89.75
1301,Kevin Durant,duranke01,24-151,F-G,02/27/2013,RS,OKC,,NOH,W,1,27,5,8,0.625,0.63,3.00,5.00,0.60,0.60,2.00,3.00,0.67,0.67,6,6,1.000,1.000,0,11,11,10,0,0,1,0,18,20.40,3.30,23.70,23.70,23.70,75.56,12.22,87.78
1020,Jason Kidd,kiddja01,32-015,G,04/07/2005,RS,NJN,,NYK,W,1,36,11,22,0.500,0.50,8.00,12.00,0.67,0.67,3.00,10.00,0.30,0.30,3,3,1.000,1.000,4,6,10,12,1,0,1,3,28,27.20,1.60,28.80,28.80,28.80,75.56,4.44,80.00
32,Oscar Robertson,roberos01,23,G,02/10/1962,RS,CIN,,STL,W,1,44,12,25,0.478,0.48,12.00,25.10,0.48,0.48,,,,,8,9,0.889,0.889,5,16,21,16,,,,2,32,33.37,4.07,37.43,37.43,,75.32,9.19,84.50
863,Toni Kukoc,kukocto01,32-180,F,03/17/2001,RS,ATL,,DET,L,1,36,12,19,0.632,0.63,9.00,14.00,0.64,0.64,3.00,5.00,0.60,0.60,2,4,0.500,0.500,2,8,10,10,0,0,1,5,29,27.10,0.40,27.50,27.50,27.50,75.28,1.11,76.39
1396,James Harden,hardeja01,25-192,G,03/06/2015,RS,HOU,,DET,W,1,38,10,21,0.476,0.48,8.00,15.00,0.53,0.53,2.00,6.00,0.33,0.33,16,18,0.889,0.889,1,11,12,12,1,0,7,1,38,28.60,3.90,32.50,32.50,32.50,75.26,10.26,85.53
591,Larry Johnson,johnsla02,24-288,F,12/27/1993,RS,CHH,,DET,W,1,40,13,18,0.722,0.72,13.00,18.00,0.72,0.72,0.00,0.00,0.00,,3,4,0.750,0.750,6,14,20,11,0,0,3,3,29,30.10,3.00,33.10,33.10,33.10,75.25,7.50,82.75
80,Larry Bird,birdla01,27-158,F,05/13/1984,PL,BOS,,NYK,W,1,42,13,24,0.542,0.54,12.00,22.00,0.55,0.55,1.00,2.00,0.50,0.50,12,12,1.000,1.000,3,9,12,10,3,0,5,5,39,31.50,3.70,35.20,35.20,35.20,75.00,8.81,83.81
946,Tim Duncan,duncati01,26-323,F-C,03/14/2003,RS,SAS,,LAC,W,1,34,10,15,0.667,0.67,10.00,15.00,0.67,0.67,0.00,0.00,0.00,,4,6,0.667,0.667,4,11,15,10,1,2,1,1,24,25.50,5.30,30.80,30.80,30.80,75.00,15.59,90.59
1597,Russell Westbrook,westbru01,28-130,G,03/22/2017,RS,OKC,,PHI,W,1,28,6,6,1.000,"1,000.00",6.00,6.00,1.00,"1,000.00",0.00,0.00,0.00,,6,6,1.000,1.000,0,11,11,14,0,2,5,1,18,21.00,4.30,25.30,25.30,25.30,75.00,15.36,90.36
317,Magic Johnson,johnsma02,29-115,G-F,12/07/1988,RS,LAL,,PHO,W,1,32,6,9,0.667,0.67,5.00,7.00,0.71,0.71,1.00,2.00,0.50,0.50,6,7,0.857,0.857,1,11,12,18,0,1,4,3,19,24.00,2.80,26.80,26.80,26.80,75.00,8.75,83.75
517,Nick Anderson,anderni01,24-004,F-G,01/24/1992,RS,ORL,,DAL,W,1,39,13,21,0.619,0.62,13.00,21.00,0.62,0.62,0.00,0.00,0.00,,6,7,0.857,0.857,3,9,12,10,1,1,2,1,32,29.20,4.00,33.20,33.20,33.20,74.87,10.26,85.13
1341,Stephen Curry,curryst01,25-351,G,02/28/2014,RS,GSW,@,NYK,W,1,30,9,19,0.474,0.47,4.00,8.00,0.50,0.50,5.00,11.00,0.45,0.46,4,4,1.000,1.000,2,9,11,11,0,1,4,2,27,22.40,2.60,25.00,25.00,25.00,74.67,8.67,83.33
1599,Russell Westbrook,westbru01,28-134,G,03/26/2017,RS,OKC,@,HOU,L,1,39,13,24,0.542,0.54,10.00,15.00,0.67,0.67,3.00,9.00,0.33,0.33,10,16,0.625,0.625,0,11,11,13,0,0,5,4,39,29.10,1.70,30.80,30.80,30.80,74.62,4.36,78.97
1392,Russell Westbrook,westbru01,26-107,G,02/27/2015,RS,OKC,@,POR,L,1,37,14,32,0.438,0.44,14.00,31.00,0.45,0.45,0.00,1.00,0.00,0.00,12,14,0.857,0.857,5,8,13,11,1,0,6,1,40,27.60,3.00,30.60,30.60,30.60,74.59,8.11,82.70
61,Sidney Moncrief,moncrsi01,26-142,G,02/10/1984,RS,MIL,,SAS,L,1,38,11,16,0.688,0.69,11.00,16.00,0.69,0.69,0.00,0.00,0.00,,5,5,1.000,1.000,3,7,10,10,0,1,1,2,27,28.30,2.00,30.30,30.30,30.30,74.47,5.26,79.74
208,Terry Cummings,cummite01,25-307,F,01/16/1987,RS,MIL,,DAL,L,1,45,16,26,0.615,0.62,16.00,26.00,0.62,0.62,0.00,0.00,0.00,,7,12,0.583,0.583,9,6,15,10,6,0,5,5,39,33.50,5.80,39.30,39.30,39.30,74.44,12.89,87.33
1548,Russell Westbrook,westbru01,28-064,G,01/15/2017,RS,OKC,@,SAC,W,1,36,11,21,0.524,0.52,7.00,16.00,0.44,0.44,4.00,5.00,0.80,0.80,10,11,0.909,0.909,2,9,11,10,4,0,7,1,36,26.70,6.30,33.00,33.00,33.00,74.17,17.50,91.67
1456,Russell Westbrook,westbru01,27-083,G,02/03/2016,RS,OKC,,ORL,W,1,38,10,18,0.556,0.56,10.00,17.00,0.59,0.59,0.00,1.00,0.00,0.00,4,4,1.000,1.000,7,12,19,14,2,0,2,1,24,28.10,5.20,33.30,33.30,33.30,73.95,13.68,87.63
1488,Russell Westbrook,westbru01,27-137,G,03/28/2016,RS,OKC,@,TOR,W,1,34,10,16,0.625,0.63,9.00,13.00,0.69,0.69,1.00,3.00,0.33,0.33,5,8,0.625,0.625,3,7,10,12,1,0,3,1,26,25.10,2.70,27.80,27.80,27.80,73.82,7.94,81.76
493,Magic Johnson,johnsma02,31-231,G-F,04/02/1991,RS,LAL,@,SAS,W,1,40,8,13,0.615,0.62,7.00,10.00,0.70,0.70,1.00,3.00,0.33,0.33,13,13,1.000,1.000,2,10,12,10,2,1,3,4,30,29.50,4.10,33.60,33.60,33.60,73.75,10.25,84.00
1543,Russell Westbrook,westbru01,28-056,G,01/07/2017,RS,OKC,,DEN,W,1,35,10,20,0.500,0.50,3.00,8.00,0.38,0.38,7.00,12.00,0.58,0.58,5,6,0.833,0.833,2,15,17,11,3,0,5,3,32,25.70,6.30,32.00,32.00,32.00,73.43,18.00,91.43
1065,Steve Nash,nashst01,32-071,G,04/19/2006,RS,PHO,@,POR,W,1,30,5,6,0.833,0.83,1.00,2.00,0.50,0.50,4.00,4.00,1.00,"1,000.00",2,2,1.000,1.000,4,6,10,12,2,0,3,1,16,22.00,3.40,25.40,25.40,25.40,73.33,11.33,84.67
1449,James Harden,hardeja01,26-147,G,01/20/2016,RS,HOU,,DET,L,1,36,9,22,0.409,0.41,6.00,15.00,0.40,0.40,3.00,7.00,0.43,0.43,12,12,1.000,1.000,2,15,17,14,1,0,6,5,33,26.40,3.50,29.90,29.90,29.90,73.33,9.72,83.06
603,David Robinson,robinda01,28-195,C,02/17/1994,RS,SAS,,DET,W,1,43,12,20,0.600,0.60,12.00,20.00,0.60,0.60,0.00,0.00,0.00,,10,17,0.588,0.588,5,5,10,10,2,10,1,1,34,31.50,10.10,41.60,41.60,41.60,73.26,23.49,96.74
9,Oscar Robertson,roberos01,22,G,11/12/1961,RS,CIN,,STL,W,1,44,10,21,0.478,0.48,10.00,20.92,0.48,0.48,,,,,11,12,0.917,0.917,3,9,12,15,,,,2,31,32.36,1.98,34.35,34.35,,73.06,4.47,77.53
793,Jason Kidd,kiddja01,26-269,G,12/17/1999,RS,PHO,@,POR,W,1,40,14,23,0.609,0.61,11.00,20.00,0.55,0.55,3.00,3.00,1.00,"1,000.00",1,2,0.500,0.500,3,9,12,10,2,0,1,3,32,29.20,3.50,32.70,32.70,32.70,73.00,8.75,81.75
995,Chris Webber,webbech01,31-253,F-C,11/09/2004,RS,SAC,,TOR,W,1,30,10,16,0.625,0.63,10.00,16.00,0.63,0.63,0.00,0.00,0.00,,1,1,1.000,1.000,2,9,11,11,1,3,1,1,21,21.90,5.40,27.30,27.30,27.30,73.00,18.00,91.00
1535,James Harden,hardeja01,27-126,G,12/30/2016,RS,HOU,,LAC,W,1,34,10,15,0.667,0.67,8.00,10.00,0.80,0.80,2.00,5.00,0.40,0.40,8,9,0.889,0.889,1,12,13,10,5,2,6,1,30,24.80,9.60,34.40,34.40,34.40,72.94,28.24,101.18
411,Tim Hardaway,hardati01,23-129,G,01/08/1990,RS,GSW,,DEN,W,1,34,8,12,0.667,0.67,8.00,12.00,0.67,0.67,0.00,0.00,0.00,,3,3,1.000,1.000,1,9,10,19,1,0,3,2,19,24.80,2.90,27.70,27.70,27.70,72.94,8.53,81.47
209,Magic Johnson,johnsma02,27-161,G-F,01/22/1987,RS,LAL,@,IND,W,1,38,9,17,0.529,0.53,9.00,17.00,0.53,0.53,0.00,0.00,0.00,,11,12,0.917,0.917,1,9,10,11,1,0,1,2,29,27.70,2.90,30.60,30.60,30.60,72.89,7.63,80.53
35,Oscar Robertson,roberos01,23,G,02/16/1962,RS,CIN,@,PHI,L,1,44,15,31,0.478,0.48,15.00,31.38,0.48,0.48,,,,,10,12,0.803,0.803,3,11,14,10,,,,5,40,32.28,1.25,33.52,33.52,,72.86,2.81,75.68
392,Fat Lever,leverfa01,29-082,G,11/08/1989,RS,DEN,,SAC,W,1,32,8,14,0.571,0.57,8.00,14.00,0.57,0.57,0.00,0.00,0.00,,4,5,0.800,0.800,7,7,14,12,5,0,3,1,20,23.30,6.70,30.00,30.00,30.00,72.81,20.94,93.75
177,Magic Johnson,johnsma02,26-252,G-F,04/23/1986,PL,LAL,@,SAS,W,1,32,4,6,0.667,0.67,4.00,6.00,0.67,0.67,0.00,0.00,0.00,,6,8,0.750,0.750,4,6,10,17,2,0,2,4,14,23.30,2.20,25.50,25.50,25.50,72.81,6.88,79.69
46,Magic Johnson,johnsma02,24-086,G-F,11/08/1983,RS,LAL,@,DEN,W,1,43,9,19,0.474,0.47,9.00,19.00,0.47,0.47,0.00,0.00,0.00,,11,11,1.000,1.000,6,6,12,14,1,0,2,5,29,31.30,0.80,32.10,32.10,32.10,72.79,1.86,74.65
40,Oscar Robertson,roberos01,23,G,02/25/1962,RS,CIN,,CHI,W,1,44,10,21,0.478,0.48,10.00,20.92,0.48,0.48,,,,,13,17,0.765,0.765,3,12,15,13,,,,,33,32.24,3.48,35.72,35.72,,72.78,7.85,80.63
527,Larry Nance,nancela01,33-057,F-C,04/09/1992,RS,CLE,,CHH,W,1,41,12,16,0.750,0.75,12.00,16.00,0.75,0.75,0.00,0.00,0.00,,2,2,1.000,1.000,2,8,10,14,1,2,1,0,26,29.80,4.80,34.60,34.60,34.60,72.68,11.71,84.39
442,Magic Johnson,johnsma02,30-228,G-F,03/30/1990,RS,LAL,,POR,W,1,32,8,15,0.533,0.53,7.00,12.00,0.58,0.58,1.00,3.00,0.33,0.33,8,9,0.889,0.889,0,10,10,14,0,0,4,2,25,23.10,2.20,25.30,25.30,25.30,72.19,6.88,79.06
619,Anfernee Hardaway,hardaan01,23-131,G-F,11/26/1994,RS,ORL,@,MIL,W,1,42,15,23,0.652,0.65,12.00,17.00,0.71,0.71,3.00,6.00,0.50,0.50,2,4,0.500,0.500,4,6,10,12,0,0,5,2,35,30.30,1.00,31.30,31.30,31.30,72.14,2.38,74.52
1105,LeBron James,jamesle01,22-319,F-G,11/14/2007,RS,CLE,,ORL,L,1,47,15,27,0.556,0.56,13.00,23.00,0.57,0.57,2.00,4.00,0.50,0.50,7,9,0.778,0.778,4,9,13,14,0,2,4,1,39,33.90,3.70,37.60,37.60,37.60,72.13,7.87,80.00
388,Charles Barkley,barklch01,26-062,F,04/23/1989,RS,PHI,,WSB,W,1,39,11,19,0.579,0.58,11.00,17.00,0.65,0.65,0.00,2.00,0.00,0.00,9,12,0.750,0.750,5,11,16,11,4,2,4,1,31,28.10,8.30,36.40,36.40,36.40,72.05,21.28,93.33
852,Stephon Marbury,marbust01,23-335,G,01/20/2001,RS,NJN,,CHI,W,1,39,12,22,0.545,0.55,10.00,17.00,0.59,0.59,2.00,5.00,0.40,0.40,7,9,0.778,0.778,3,8,11,12,2,0,4,1,33,28.10,4.00,32.10,32.10,32.10,72.05,10.26,82.31
675,Jason Kidd,kiddja01,22-343,G,02/29/1996,RS,DAL,@,DEN,W,1,35,10,17,0.588,0.59,8.00,13.00,0.62,0.62,2.00,4.00,0.50,0.50,4,5,0.800,0.800,3,9,12,12,0,0,3,1,26,25.20,2.30,27.50,27.50,27.50,72.00,6.57,78.57
550,Charles Barkley,barklch01,29-314,F,12/30/1992,RS,PHO,,HOU,W,1,35,7,19,0.368,0.37,7.00,15.00,0.47,0.47,0.00,4.00,0.00,0.00,11,14,0.786,0.786,7,10,17,10,2,1,0,1,25,25.20,5.30,30.50,30.50,30.50,72.00,15.14,87.14
1209,Kobe Bryant,bryanko01,32-072,G-F,11/03/2010,RS,LAL,@,SAC,W,1,36,9,22,0.409,0.41,6.00,16.00,0.38,0.38,3.00,6.00,0.50,0.50,9,10,0.900,0.900,1,9,10,12,1,0,1,2,30,25.90,2.90,28.80,28.80,28.80,71.94,8.06,80.00
545,Micheal Williams,willimi02,26-149,G,12/19/1992,RS,MIN,@,GSW,L,1,42,6,14,0.429,0.43,6.00,11.00,0.55,0.55,0.00,3.00,0.00,0.00,15,15,1.000,1.000,3,10,13,15,4,0,2,4,27,30.20,5.40,35.60,35.60,35.60,71.90,12.86,84.76
325,Magic Johnson,johnsma02,29-136,G-F,12/28/1988,RS,LAL,,PHI,W,1,39,9,15,0.600,0.60,9.00,14.00,0.64,0.64,0.00,1.00,0.00,0.00,8,10,0.800,0.800,3,7,10,18,2,0,5,4,26,28.00,2.50,30.50,30.50,30.50,71.79,6.41,78.21
